Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users query,Prop POIs,Total.POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-CA,pure,Melbourne,772,4,False,8,6,20,N/A,19,43.78904143731314,0.23028035897727717,0.0034744026065156447,3.25,3.5,2,41.775417437908914,1.0,4.0,2.120361175824653
VST-NCA,N/A,Melbourne,84,1,False,9,1,20,N/A,1,30.640835014951445,0.8081596050236315,0.1732488383962904,3.0,5.0,0,0.4600471883757109,1.0,4.0,1.6916409741597775
VST-CA,mixed,Melbourne,84,1,False,9,1,20,N/A,1,30.640835014951445,0.8081596050236315,0.1732488383962904,3.0,5.0,2,1.2088636301731412,1.0,4.0,1.6916409741597775
VST-CA,pure,Melbourne,84,1,False,9,1,20,N/A,1,30.640835014951445,0.8081596050236315,0.1732488383962904,3.0,5.0,2,1.1915491200832093,1.0,4.0,1.6916409741597775
VST-NCA,N/A,Melbourne,600,1,False,10,1,20,N/A,1,81.09898545755999,0.32365301625007664,0.018834758630113514,3.0,5.0,0,5.326725223832909,1.0,4.0,1.1012373496238566
VST-CA,mixed,Melbourne,600,1,False,10,1,20,N/A,1,81.09898545755999,0.32365301625007664,0.018834758630113514,3.0,5.0,2,17.495224515849372,1.0,4.0,1.1012373496238566
VST-CA,pure,Melbourne,600,1,False,10,1,20,N/A,1,81.09898545755999,0.32365301625007664,0.018834758630113514,3.0,5.0,2,17.710765336715554,1.0,4.0,1.1012373496238566
VST-NCA,N/A,Melbourne,1170,5,False,11,8,20,N/A,81,13.435044193083714,0.15590190732784953,0.0024110780928903986,1.2,2.6,0,46.30621995214847,1.0,4.0,1.9835333749308772
VST-CA,mixed,Melbourne,1170,5,False,11,8,20,N/A,81,5.948385666702865,0.15950486479532874,0.0023658530223486657,0.8,2.0,3,91.38322929705737,1.0,4.0,2.020515459586058
VST-CA,pure,Melbourne,1170,5,False,11,8,20,N/A,81,5.948385666702865,0.15950486479532874,0.0023658530223486657,0.8,2.0,3,133.23143344263963,1.0,4.0,2.020515459586058
VST-NCA,N/A,Melbourne,585,2,False,12,3,20,N/A,3,30.066078755006817,0.28171474861744206,0.01937347788832457,3.0,4.5,0,7.739096915386654,1.0,4.0,1.6816464951220251
VST-CA,mixed,Melbourne,585,2,False,12,3,20,N/A,3,30.066078755006817,0.28171474861744206,0.01937347788832457,3.0,4.5,2,17.13450108181155,1.0,4.0,1.6816464951220251
VST-CA,pure,Melbourne,585,2,False,12,3,20,N/A,3,30.066078755006817,0.28171474861744206,0.01937347788832457,3.0,4.5,2,20.622575102111796,1.0,4.0,1.6816464951220251
VST-NCA,N/A,Melbourne,781,5,False,13,8,20,N/A,31,27.57077715345851,0.2503472231383513,0.008531373757657704,3.0,3.2,0,22.222482493838925,1.0,4.0,2.2264751067387425
VST-CA,mixed,Melbourne,781,5,False,13,8,20,N/A,31,10.600597931982547,0.25631201426898775,0.00625634075561565,2.2,2.2,3,56.68019236940995,1.0,4.0,2.2829676315943144
VST-CA,pure,Melbourne,781,5,False,13,8,20,N/A,31,8.580140879737069,0.2564533274993139,0.005687582505105136,2.0,2.0,3,86.13596283984498,1.0,4.0,2.285756594481535
VST-NCA,N/A,Melbourne,458,5,False,14,8,20,N/A,31,9.386905587540017,0.27547331380049445,0.006182156254461152,1.2,2.4,0,10.315789078934586,1.0,4.0,2.7129064092643067
VST-CA,mixed,Melbourne,458,5,False,14,8,20,N/A,31,9.386905587540017,0.27547331380049445,0.006182156254461152,1.2,2.4,2,15.92793963172221,1.0,4.0,2.7129064092643067
VST-CA,pure,Melbourne,458,5,False,14,8,20,N/A,31,9.386905587540017,0.27547331380049445,0.006182156254461152,1.2,2.4,2,17.417539359502825,1.0,4.0,2.7129064092643067
VST-NCA,N/A,Melbourne,748,2,False,15,2,20,N/A,3,41.42251564064633,0.2256597338582269,0.01151100935046143,3.0,4.5,0,12.195230160769825,1.0,4.0,1.2230858530588693
VST-CA,mixed,Melbourne,748,2,False,15,2,20,N/A,3,7.149411282908729,0.2555856863392187,0.005755504675230715,1.5,3.0,3,44.185420631433544,1.0,4.0,1.4076547832981838
VST-CA,pure,Melbourne,748,2,False,15,2,20,N/A,3,16.604122698754697,0.2785265236700681,0.005901645583258822,2.5,3.0,3,54.00616322662063,1.0,4.0,1.4787398047811684
VST-NCA,N/A,Melbourne,617,2,False,16,3,20,N/A,3,13.251933793527588,0.30181516003274333,0.006548293863618024,1.5,3.0,0,8.743046780599343,1.0,4.0,1.722860974859681
VST-CA,mixed,Melbourne,617,2,False,16,3,20,N/A,3,13.251933793527588,0.30181516003274333,0.006548293863618024,1.5,3.0,2,21.440605767055786,1.0,4.0,1.722860974859681
VST-CA,pure,Melbourne,617,2,False,16,3,20,N/A,3,13.251933793527588,0.30181516003274333,0.006548293863618024,1.5,3.0,2,22.901453507765382,1.0,4.0,1.722860974859681
VST-NCA,N/A,Melbourne,327,2,False,17,3,20,N/A,3,165.20246448475984,0.546560951641452,0.05165727529021588,4.0,4.5,0,8.983923424879777,1.0,4.0,2.133072862818698
VST-CA,mixed,Melbourne,327,2,False,17,3,20,N/A,3,165.20246448475984,0.546560951641452,0.05165727529021588,4.0,4.5,2,15.460932217139089,1.0,4.0,2.133072862818698
VST-CA,pure,Melbourne,327,2,False,17,3,20,N/A,3,165.20246448475984,0.546560951641452,0.05165727529021588,4.0,4.5,2,17.65402441368815,1.0,4.0,2.133072862818698
VST-NCA,N/A,Melbourne,591,2,False,18,2,20,N/A,4,2.696310028788943,0.19545317074000104,0.007504285083194395,1.5,2.0,0,7.6380816587065965,1.0,4.0,1.2380828744562948
VST-CA,mixed,Melbourne,591,2,False,18,2,20,N/A,4,2.696310028788943,0.19545317074000104,0.007504285083194395,1.5,2.0,2,10.625416115497273,1.0,4.0,1.2380828744562948
VST-CA,pure,Melbourne,591,2,False,18,2,20,N/A,4,2.696310028788943,0.19545317074000104,0.007504285083194395,1.5,2.0,2,8.388307751580896,1.0,4.0,1.2380828744562948
VST-NCA,N/A,Melbourne,503,2,False,19,3,20,N/A,11,13.674814011484342,0.2422341558513743,0.012038067851312308,1.5,3.5,0,7.287289336903541,1.0,4.0,1.583525482038652
VST-CA,mixed,Melbourne,503,2,False,19,3,20,N/A,11,3.805285035525026,0.2583320318732067,0.00802537856754154,1.0,2.5,3,13.145567494101442,1.0,4.0,1.5405168835315721
VST-CA,pure,Melbourne,503,2,False,19,3,20,N/A,11,3.805285035525026,0.2583320318732067,0.00802537856754154,1.0,2.5,3,18.53654177971316,1.0,4.0,1.5405168835315721
VST-NCA,N/A,Melbourne,54,1,False,20,1,20,N/A,1,2.7077436830163464,0.45454425168059565,0.09759110609903071,1.0,3.0,0,0.10390442952552803,1.0,4.0,1.5071944809817843
VST-CA,mixed,Melbourne,54,1,False,20,1,20,N/A,1,2.7077436830163464,0.45454425168059565,0.09759110609903071,1.0,3.0,2,0.35414966775874746,1.0,4.0,1.5071944809817843
VST-CA,pure,Melbourne,54,1,False,20,1,20,N/A,1,2.7077436830163464,0.45454425168059565,0.09759110609903071,1.0,3.0,2,0.35134023434716255,1.0,4.0,1.5071944809817843
VST-NCA,N/A,Melbourne,759,1,False,21,1,20,N/A,1,27.348939801982695,0.21221877140935788,0.011579390861687376,3.0,5.0,0,10.585876014654787,1.0,4.0,0.8057083091157855
VST-CA,mixed,Melbourne,759,1,False,21,1,20,N/A,1,27.348939801982695,0.21221877140935788,0.011579390861687376,3.0,5.0,2,21.59502828578752,1.0,4.0,0.8057083091157855
VST-CA,pure,Melbourne,759,1,False,21,1,20,N/A,1,27.348939801982695,0.21221877140935788,0.011579390861687376,3.0,5.0,2,21.53925370995603,1.0,4.0,0.8057083091157855
VST-NCA,N/A,Melbourne,571,2,False,22,2,20,N/A,2,37.88185717038666,0.25887914977506715,0.029355962170304138,3.0,4.0,0,8.157542620135246,1.0,4.0,1.2167384099831526
VST-CA,mixed,Melbourne,571,2,False,22,2,20,N/A,2,37.88185717038666,0.25887914977506715,0.029355962170304138,3.0,4.0,2,11.13992020530145,1.0,4.0,1.2167384099831526
VST-CA,pure,Melbourne,571,2,False,22,2,20,N/A,2,37.88185717038666,0.25887914977506715,0.029355962170304138,3.0,4.0,2,20.35528457306441,1.0,4.0,1.2167384099831526
VST-NCA,N/A,Melbourne,626,4,False,23,5,20,N/A,15,10.850673593239998,0.27624668515526113,0.012930642333163508,1.75,2.75,0,16.052996327643996,1.0,4.0,2.1601644170564644
VST-CA,mixed,Melbourne,626,4,False,23,5,20,N/A,15,7.269389766242799,0.2743290224788543,0.012930642333163508,1.75,2.25,3,39.6910728546045,1.0,4.0,2.185778580476361
VST-CA,pure,Melbourne,626,4,False,23,5,20,N/A,15,7.269389766242799,0.2743290224788543,0.012930642333163508,1.75,2.25,3,52.15759433234189,1.0,4.0,2.185778580476361
VST-NCA,N/A,Melbourne,650,4,False,24,5,20,N/A,12,14.40276730605067,0.31763005146287615,0.01549923268302136,1.5,2.75,0,22.718021230426984,1.0,4.0,2.2340718422341936
VST-CA,mixed,Melbourne,650,4,False,24,5,20,N/A,12,14.40276730605067,0.31763005146287615,0.01549923268302136,1.5,2.75,2,30.96540453354237,1.0,4.0,2.2340718422341936
VST-CA,pure,Melbourne,650,4,False,24,5,20,N/A,12,14.40276730605067,0.31763005146287615,0.01549923268302136,1.5,2.75,2,32.99191710572677,1.0,4.0,2.2340718422341936
VST-NCA,N/A,Melbourne,776,5,False,25,7,20,N/A,71,9.350741369381904,0.19494166194617463,0.004096692809961563,1.8,2.2,0,22.4232628349896,1.0,4.0,2.182608841564758
VST-CA,mixed,Melbourne,776,5,False,25,7,20,N/A,71,9.350741369381904,0.19494166194617463,0.004096692809961563,1.8,2.2,2,33.70661770191737,1.0,4.0,2.182608841564758
VST-CA,pure,Melbourne,776,5,False,25,7,20,N/A,71,9.350741369381904,0.19494166194617463,0.004096692809961563,1.8,2.2,2,24.908034774288353,1.0,4.0,2.182608841564758
VST-NCA,N/A,Melbourne,355,1,False,26,1,20,N/A,2,16.788138533799014,0.1783308637599328,0.011567615958185022,3.0,5.0,0,1.104721561345741,1.0,4.0,0.9584920292675512
VST-CA,mixed,Melbourne,355,1,False,26,1,20,N/A,2,4.7086941331387475,0.2469599504891155,0.014748675654257339,3.0,3.0,3,7.0789534870409625,1.0,4.0,0.8874504842830865
VST-CA,pure,Melbourne,355,1,False,26,1,20,N/A,2,4.7086941331387475,0.2469599504891155,0.014748675654257339,3.0,3.0,3,7.072273138350738,1.0,4.0,0.8874504842830865
VST-NCA,N/A,Melbourne,96,1,False,27,1,20,N/A,1,25.62846041593993,0.5206249066092681,0.056886965750201204,2.0,5.0,0,0.4457758035032384,1.0,4.0,1.674136660839488
VST-CA,mixed,Melbourne,96,1,False,27,1,20,N/A,1,25.62846041593993,0.5206249066092681,0.056886965750201204,2.0,5.0,2,1.5434048975012047,1.0,4.0,1.674136660839488
VST-CA,pure,Melbourne,96,1,False,27,1,20,N/A,1,25.62846041593993,0.5206249066092681,0.056886965750201204,2.0,5.0,2,1.4135740990527665,1.0,4.0,1.674136660839488
VST-NCA,N/A,Melbourne,318,1,False,28,1,20,N/A,1,47.02265514665865,0.3115808313340662,0.05019862362827832,2.0,5.0,0,2.234289456512215,1.0,4.0,1.1723340470303627
VST-CA,mixed,Melbourne,318,1,False,28,1,20,N/A,1,47.02265514665865,0.3115808313340662,0.05019862362827832,2.0,5.0,2,6.283909884965851,1.0,4.0,1.1723340470303627
VST-CA,pure,Melbourne,318,1,False,28,1,20,N/A,1,47.02265514665865,0.3115808313340662,0.05019862362827832,2.0,5.0,2,6.242446958473465,1.0,4.0,1.1723340470303627
VST-NCA,N/A,Melbourne,86,1,False,29,1,20,N/A,1,31.519757846234004,0.6435339846778776,0.103597657339712,2.0,5.0,0,0.5204462566084658,1.0,4.0,1.6712764662733726
VST-CA,mixed,Melbourne,86,1,False,29,1,20,N/A,1,31.519757846234004,0.6435339846778776,0.103597657339712,2.0,5.0,2,1.342382180052482,1.0,4.0,1.6712764662733726
VST-CA,pure,Melbourne,86,1,False,29,1,20,N/A,1,31.519757846234004,0.6435339846778776,0.103597657339712,2.0,5.0,2,1.5252835190826772,1.0,4.0,1.6712764662733726
VST-NCA,N/A,Melbourne,85,1,False,30,1,20,N/A,1,13.209362729325282,0.8018563017337598,0.10024557673956631,3.0,4.0,0,0.3300817802896745,1.0,4.0,1.6398392866623794
VST-CA,mixed,Melbourne,85,1,False,30,1,20,N/A,1,13.209362729325282,0.8018563017337598,0.10024557673956631,3.0,4.0,2,0.7497567355148931,1.0,4.0,1.6398392866623794
VST-CA,pure,Melbourne,85,1,False,30,1,20,N/A,1,13.209362729325282,0.8018563017337598,0.10024557673956631,3.0,4.0,2,0.8387925239148899,1.0,4.0,1.6398392866623794
VST-NCA,N/A,Melbourne,494,1,False,31,1,20,N/A,1,43.21692684228195,0.3062342707617516,0.010146901562636363,5.0,6.0,0,1.5448354703103178,1.0,4.0,1.057402123376184
VST-CA,mixed,Melbourne,494,1,False,31,1,20,N/A,1,43.21692684228195,0.3062342707617516,0.010146901562636363,5.0,6.0,2,10.577678642976934,1.0,4.0,1.057402123376184
VST-CA,pure,Melbourne,494,1,False,31,1,20,N/A,1,43.21692684228195,0.3062342707617516,0.010146901562636363,5.0,6.0,2,9.93039457992927,1.0,4.0,1.057402123376184
VST-NCA,N/A,Melbourne,411,1,False,32,1,20,N/A,2,59.527474067013785,0.34819550880620465,0.02431795614784656,5.0,5.0,0,2.423526527769809,1.0,4.0,1.1153912286944687
VST-CA,mixed,Melbourne,411,1,False,32,1,20,N/A,2,59.527474067013785,0.34819550880620465,0.02431795614784656,5.0,5.0,2,7.236103331253162,1.0,4.0,1.1153912286944687
VST-CA,pure,Melbourne,411,1,False,32,1,20,N/A,2,59.527474067013785,0.34819550880620465,0.02431795614784656,5.0,5.0,2,7.1538003932496395,1.0,4.0,1.1153912286944687
VST-NCA,N/A,Melbourne,39,1,False,33,1,20,N/A,1,1.865246224370572,0.7676331938676259,0.1408769781136206,1.0,3.0,0,0.08208582568386191,1.0,4.0,1.6430741894285699
VST-CA,mixed,Melbourne,39,1,False,33,1,20,N/A,1,1.865246224370572,0.7676331938676259,0.1408769781136206,1.0,3.0,2,0.2990291921332755,1.0,4.0,1.6430741894285699
VST-CA,pure,Melbourne,39,1,False,33,1,20,N/A,1,1.865246224370572,0.7676331938676259,0.1408769781136206,1.0,3.0,2,0.2941552179390783,1.0,4.0,1.6430741894285699
VST-NCA,N/A,Melbourne,618,1,False,34,1,20,N/A,1,5.635683126432854,0.22552931592194053,0.013623094054958453,2.0,4.0,0,2.572469921062293,1.0,4.0,0.9241874919842837
VST-CA,mixed,Melbourne,618,1,False,34,1,20,N/A,1,5.635683126432854,0.22552931592194053,0.013623094054958453,2.0,4.0,2,8.891623056696972,1.0,4.0,0.9241874919842837
VST-CA,pure,Melbourne,618,1,False,34,1,20,N/A,1,5.635683126432854,0.22552931592194053,0.013623094054958453,2.0,4.0,2,8.844967198275754,1.0,4.0,0.9241874919842837
VST-NCA,N/A,Melbourne,182,1,False,35,1,20,N/A,3,30.245815015301392,0.45372392719728183,0.04492877554933264,1.0,5.0,0,1.1527085156581052,1.0,4.0,1.256807784375445
VST-CA,mixed,Melbourne,182,1,False,35,1,20,N/A,3,30.245815015301392,0.45372392719728183,0.04492877554933264,1.0,5.0,2,3.3007064834869198,1.0,4.0,1.256807784375445
VST-CA,pure,Melbourne,182,1,False,35,1,20,N/A,3,30.245815015301392,0.45372392719728183,0.04492877554933264,1.0,5.0,2,3.3824524297037897,1.0,4.0,1.256807784375445
VST-NCA,N/A,Melbourne,239,1,False,36,1,20,N/A,1,42.73053135363199,0.44623650561421596,0.03545264189589519,4.0,5.0,0,1.9439708106301623,1.0,4.0,1.243652024866719
VST-CA,mixed,Melbourne,239,1,False,36,1,20,N/A,1,42.73053135363199,0.44623650561421596,0.03545264189589519,4.0,5.0,2,5.031272463723781,1.0,4.0,1.243652024866719
VST-CA,pure,Melbourne,239,1,False,36,1,20,N/A,1,42.73053135363199,0.44623650561421596,0.03545264189589519,4.0,5.0,2,5.033893206792527,1.0,4.0,1.243652024866719
VST-NCA,N/A,Melbourne,46,1,False,37,1,20,N/A,1,11.615489909254594,0.7070540519858006,0.07596449682670108,1.0,4.0,0,0.20247223824253524,1.0,4.0,1.8242441313326496
VST-CA,mixed,Melbourne,46,1,False,37,1,20,N/A,1,11.615489909254594,0.7070540519858006,0.07596449682670108,1.0,4.0,2,0.591601463889674,1.0,4.0,1.8242441313326496
VST-CA,pure,Melbourne,46,1,False,37,1,20,N/A,1,11.615489909254594,0.7070540519858006,0.07596449682670108,1.0,4.0,2,0.4938527607409924,1.0,4.0,1.8242441313326496
VST-NCA,N/A,Melbourne,651,1,False,38,1,20,N/A,1,11.476157695317031,0.23715079601241093,0.014792940835218635,2.0,4.0,0,2.4613688102758715,1.0,4.0,0.9312540157533532
VST-CA,mixed,Melbourne,651,1,False,38,1,20,N/A,1,11.476157695317031,0.23715079601241093,0.014792940835218635,2.0,4.0,2,11.363547078437932,1.0,4.0,0.9312540157533532
VST-CA,pure,Melbourne,651,1,False,38,1,20,N/A,1,11.476157695317031,0.23715079601241093,0.014792940835218635,2.0,4.0,2,11.32090779792452,1.0,4.0,0.9312540157533532
VST-NCA,N/A,Melbourne,902,1,False,39,1,20,N/A,2,21.14872506874054,0.21042017198982083,0.019784023744702416,3.0,3.0,0,10.399882996197448,1.0,4.0,0.8850090371985103
VST-CA,mixed,Melbourne,902,1,False,39,1,20,N/A,2,21.14872506874054,0.21042017198982083,0.019784023744702416,3.0,3.0,2,24.36513989336254,1.0,4.0,0.8850090371985103
VST-CA,pure,Melbourne,902,1,False,39,1,20,N/A,2,21.14872506874054,0.21042017198982083,0.019784023744702416,3.0,3.0,2,24.31219409367668,1.0,4.0,0.8850090371985103
VST-NCA,N/A,Melbourne,37,1,False,40,1,20,N/A,1,78.61951769468334,1.0932909643773583,0.11077967155822907,3.0,6.0,0,0.12747414290970482,1.0,4.0,2.0225061748237705
VST-CA,mixed,Melbourne,37,1,False,40,1,20,N/A,1,78.61951769468334,1.0932909643773583,0.11077967155822907,3.0,6.0,2,0.42578883813757784,1.0,4.0,2.0225061748237705
VST-CA,pure,Melbourne,37,1,False,40,1,20,N/A,1,78.61951769468334,1.0932909643773583,0.11077967155822907,3.0,6.0,2,0.4253613242431129,1.0,4.0,2.0225061748237705
VST-NCA,N/A,Melbourne,394,1,False,41,1,20,N/A,1,36.582127106362535,0.31316486647591346,0.022100773079381,5.0,5.0,0,3.6373059756019757,1.0,4.0,1.02548544684885
VST-CA,mixed,Melbourne,394,1,False,41,1,20,N/A,1,36.582127106362535,0.31316486647591346,0.022100773079381,5.0,5.0,2,9.632146202646254,1.0,4.0,1.02548544684885
VST-CA,pure,Melbourne,394,1,False,41,1,20,N/A,1,36.582127106362535,0.31316486647591346,0.022100773079381,5.0,5.0,2,9.654097047627602,1.0,4.0,1.02548544684885
VST-NCA,N/A,Melbourne,346,1,False,42,1,20,N/A,2,3.2684773796166633,0.21655180290484788,0.012822479403174904,2.0,3.0,0,0.22876493486000982,1.0,4.0,0.9460530793292282
VST-CA,mixed,Melbourne,346,1,False,42,1,20,N/A,2,3.2684773796166633,0.21655180290484788,0.012822479403174904,2.0,3.0,2,1.6295132223372093,1.0,4.0,0.9460530793292282
VST-CA,pure,Melbourne,346,1,False,42,1,20,N/A,2,3.2684773796166633,0.21655180290484788,0.012822479403174904,2.0,3.0,2,1.6899280805573653,1.0,4.0,0.9460530793292282
VST-NCA,N/A,Melbourne,99,1,False,43,1,20,N/A,5,0.7299863529183851,0.3395417840691688,0.034603955437824734,1.0,2.0,0,0.15197586026806675,1.0,4.0,1.1811626593394728
VST-CA,mixed,Melbourne,99,1,False,43,1,20,N/A,5,0.7299863529183851,0.3395417840691688,0.034603955437824734,1.0,2.0,2,0.3359931566196792,1.0,4.0,1.1811626593394728
VST-CA,pure,Melbourne,99,1,False,43,1,20,N/A,5,0.7299863529183851,0.3395417840691688,0.034603955437824734,1.0,2.0,2,0.33627027088914474,1.0,4.0,1.1811626593394728
VST-NCA,N/A,Melbourne,43,1,False,44,1,20,N/A,1,54.49489195690387,1.057308869069451,0.1597406691401958,3.0,5.0,0,0.12367625632032286,1.0,4.0,2.1396477045652014
VST-CA,mixed,Melbourne,43,1,False,44,1,20,N/A,1,54.49489195690387,1.057308869069451,0.1597406691401958,3.0,5.0,2,0.3501524325856735,1.0,4.0,2.1396477045652014
VST-CA,pure,Melbourne,43,1,False,44,1,20,N/A,1,54.49489195690387,1.057308869069451,0.1597406691401958,3.0,5.0,2,0.34511384777897547,1.0,4.0,2.1396477045652014
VST-NCA,N/A,Melbourne,418,1,False,45,1,20,N/A,1,36.19154583548848,0.23620829669720128,0.008501346247578048,2.0,4.0,0,1.8982887996489808,1.0,4.0,1.0601983851436863
VST-CA,mixed,Melbourne,418,1,False,45,1,20,N/A,1,24.481810008797595,0.2696295247159778,0.01110115490720413,3.0,5.0,3,11.926526033148548,1.0,4.0,1.0452080590294088
VST-CA,pure,Melbourne,418,1,False,45,1,20,N/A,1,24.481810008797595,0.2696295247159778,0.01110115490720413,3.0,5.0,3,11.820203761885296,1.0,4.0,1.0452080590294088
VST-NCA,N/A,Melbourne,31,1,False,46,1,20,N/A,1,5.571835602398946,1.0573407825231838,0.1655948227296634,1.0,4.0,0,0.08457274861439146,1.0,4.0,1.9028611658989516
VST-CA,mixed,Melbourne,31,1,False,46,1,20,N/A,1,5.571835602398946,1.0573407825231838,0.1655948227296634,1.0,4.0,2,0.2679639719867737,1.0,4.0,1.9028611658989516
VST-CA,pure,Melbourne,31,1,False,46,1,20,N/A,1,5.571835602398946,1.0573407825231838,0.1655948227296634,1.0,4.0,2,0.24928797028042027,1.0,4.0,1.9028611658989516
VST-NCA,N/A,Melbourne,23,1,False,47,1,20,N/A,1,7.3385504212396375,1.0546705780812053,0.21590494263605817,1.0,4.0,0,0.07678157434838795,1.0,4.0,2.068634573470573
VST-CA,mixed,Melbourne,23,1,False,47,1,20,N/A,1,7.3385504212396375,1.0546705780812053,0.21590494263605817,1.0,4.0,2,0.15612507406513032,1.0,4.0,2.068634573470573
VST-CA,pure,Melbourne,23,1,False,47,1,20,N/A,1,7.3385504212396375,1.0546705780812053,0.21590494263605817,1.0,4.0,2,0.14607435267953406,1.0,4.0,2.068634573470573
VST-NCA,N/A,Melbourne,25,1,False,48,1,20,N/A,1,23.287185585319396,1.0013815247235942,0.14777591910246654,5.0,6.0,0,0.07644287913080916,1.0,4.0,2.0294732983598407
VST-CA,mixed,Melbourne,25,1,False,48,1,20,N/A,1,23.287185585319396,1.0013815247235942,0.14777591910246654,5.0,6.0,2,0.16061219358061862,1.0,4.0,2.0294732983598407
VST-CA,pure,Melbourne,25,1,False,48,1,20,N/A,1,23.287185585319396,1.0013815247235942,0.14777591910246654,5.0,6.0,2,0.16432244574298238,1.0,4.0,2.0294732983598407
VST-NCA,N/A,Melbourne,87,1,False,49,1,20,N/A,1,19.202510524670668,0.4112170622071448,0.03703262736484703,1.0,5.0,0,0.3200768498659272,1.0,4.0,1.67590562779401
VST-CA,mixed,Melbourne,87,1,False,49,1,20,N/A,1,19.202510524670668,0.4112170622071448,0.03703262736484703,1.0,5.0,2,1.0443489413405587,1.0,4.0,1.67590562779401
VST-CA,pure,Melbourne,87,1,False,49,1,20,N/A,1,19.202510524670668,0.4112170622071448,0.03703262736484703,1.0,5.0,2,1.0497100366287668,1.0,4.0,1.67590562779401
VST-NCA,N/A,Melbourne,258,1,False,50,1,20,N/A,1,125.59551277746748,0.5568004863692922,0.029675018586889562,3.0,5.0,0,1.2891513711037987,1.0,4.0,1.291850381651827
VST-CA,mixed,Melbourne,258,1,False,50,1,20,N/A,1,125.59551277746748,0.5568004863692922,0.029675018586889562,3.0,5.0,2,5.279875938073019,1.0,4.0,1.291850381651827
VST-CA,pure,Melbourne,258,1,False,50,1,20,N/A,1,125.59551277746748,0.5568004863692922,0.029675018586889562,3.0,5.0,2,5.284901496140719,1.0,4.0,1.291850381651827
VST-NCA,N/A,Melbourne,253,1,False,51,1,20,N/A,2,4.881736320428992,0.2605205779204498,0.013689953597601792,1.0,5.0,0,0.1893081261982843,1.0,4.0,1.10295559189398
VST-CA,mixed,Melbourne,253,1,False,51,1,20,N/A,2,4.32680920494203,0.29875195064967847,0.017434479434886376,2.0,3.0,3,1.9601590999077416,1.0,4.0,1.1584854142890642
VST-CA,pure,Melbourne,253,1,False,51,1,20,N/A,2,4.32680920494203,0.29875195064967847,0.017434479434886376,2.0,3.0,3,2.056589339153561,1.0,4.0,1.1584854142890642
VST-NCA,N/A,Melbourne,525,1,False,52,1,20,N/A,1,57.086003389988164,0.2438348374326756,0.015435566995972577,5.0,5.0,0,4.8982035337198795,1.0,4.0,1.0048239825375909
VST-CA,mixed,Melbourne,525,1,False,52,1,20,N/A,1,57.086003389988164,0.2438348374326756,0.015435566995972577,5.0,5.0,2,15.523561621015688,1.0,4.0,1.0048239825375909
VST-CA,pure,Melbourne,525,1,False,52,1,20,N/A,1,57.086003389988164,0.2438348374326756,0.015435566995972577,5.0,5.0,2,15.50335083258642,1.0,4.0,1.0048239825375909
VST-NCA,N/A,Melbourne,311,1,False,53,1,20,N/A,1,60.26527413652746,0.37987446474062747,0.020177261727932293,5.0,5.0,0,2.207365555169872,1.0,4.0,1.188823339728467
VST-CA,mixed,Melbourne,311,1,False,53,1,20,N/A,1,60.26527413652746,0.37987446474062747,0.020177261727932293,5.0,5.0,2,5.499655580911622,1.0,4.0,1.188823339728467
VST-CA,pure,Melbourne,311,1,False,53,1,20,N/A,1,60.26527413652746,0.37987446474062747,0.020177261727932293,5.0,5.0,2,5.398430712156369,1.0,4.0,1.188823339728467
VST-NCA,N/A,Melbourne,48,1,False,54,1,20,N/A,3,0.5126539646913203,0.5499906704562898,0.15013480656500988,1.0,2.0,0,0.055206531054409425,1.0,4.0,1.1590956761386297
VST-CA,mixed,Melbourne,48,1,False,54,1,20,N/A,3,0.5126539646913203,0.5499906704562898,0.15013480656500988,1.0,2.0,2,0.13803369662173282,1.0,4.0,1.1590956761386297
VST-CA,pure,Melbourne,48,1,False,54,1,20,N/A,3,0.5126539646913203,0.5499906704562898,0.15013480656500988,1.0,2.0,2,0.135817177215813,1.0,4.0,1.1590956761386297
VST-NCA,N/A,Melbourne,93,1,False,55,1,20,N/A,1,29.669777808880216,0.5590866004953441,0.0783526360135895,3.0,5.0,0,0.662891280808708,1.0,4.0,1.7152006194942144
VST-CA,mixed,Melbourne,93,1,False,55,1,20,N/A,1,29.669777808880216,0.5590866004953441,0.0783526360135895,3.0,5.0,2,1.5156745225799568,1.0,4.0,1.7152006194942144
VST-CA,pure,Melbourne,93,1,False,55,1,20,N/A,1,29.669777808880216,0.5590866004953441,0.0783526360135895,3.0,5.0,2,1.5004569227444335,1.0,4.0,1.7152006194942144
VST-NCA,N/A,Melbourne,21,1,False,56,1,20,N/A,1,10.287565954723501,1.108766356290575,0.2800580379053758,1.0,5.0,0,0.07381700431551508,1.0,4.0,1.8253942860148422
VST-CA,mixed,Melbourne,21,1,False,56,1,20,N/A,1,10.287565954723501,1.108766356290575,0.2800580379053758,1.0,5.0,2,0.16005796504214231,1.0,4.0,1.8253942860148422
VST-CA,pure,Melbourne,21,1,False,56,1,20,N/A,1,10.287565954723501,1.108766356290575,0.2800580379053758,1.0,5.0,2,0.17102213716680126,1.0,4.0,1.8253942860148422
